index,province_zh,province_en,city_zh,city_short_zh,city_en,wiki_title_zh,wiki_title_en,lat,lon,slug,catalog_id,source_station_wmo,source_station_file,source_station_name,source_station_lat,source_station_lon,station_match_quality
117,江西省,Jiangxi,萍乡市,萍乡,萍乡,萍乡市,,,,city-jiangxi-3,prefecture-city-jiangxi-3,586060,CHN_JX_Nanchang.586060_TMYx.2011-2025.zip,Nanchang,28.5901,115.9014,province_capital_fallback
118,江西省,Jiangxi,九江市,九江,九江,九江市,,,,city-jiangxi-4,prefecture-city-jiangxi-4,586060,CHN_JX_Nanchang.586060_TMYx.2011-2025.zip,Nanchang,28.5901,115.9014,province_capital_fallback
119,江西省,Jiangxi,新余市,新余,新余,新余市,,,,city-jiangxi-5,prefecture-city-jiangxi-5,586060,CHN_JX_Nanchang.586060_TMYx.2011-2025.zip,Nanchang,28.5901,115.9014,province_capital_fallback
120,江西省,Jiangxi,鹰潭市,鹰潭,鹰潭,鹰潭市,,,,city-jiangxi-6,prefecture-city-jiangxi-6,586060,CHN_JX_Nanchang.586060_TMYx.2011-2025.zip,Nanchang,28.5901,115.9014,province_capital_fallback
121,江西省,Jiangxi,赣州市,赣州,赣州,赣州市,,,,city-jiangxi-7,prefecture-city-jiangxi-7,586060,CHN_JX_Nanchang.586060_TMYx.2011-2025.zip,Nanchang,28.5901,115.9014,province_capital_fallback
122,江西省,Jiangxi,吉安市,吉安,吉安,吉安市,,,,city-jiangxi-8,prefecture-city-jiangxi-8,586060,CHN_JX_Nanchang.586060_TMYx.2011-2025.zip,Nanchang,28.5901,115.9014,province_capital_fallback
123,江西省,Jiangxi,宜春市,宜春,宜春,宜春市,,,,city-jiangxi-9,prefecture-city-jiangxi-9,586060,CHN_JX_Nanchang.586060_TMYx.2011-2025.zip,Nanchang,28.5901,115.9014,province_capital_fallback
124,江西省,Jiangxi,抚州市,抚州,抚州,抚州市,,,,city-jiangxi-10,prefecture-city-jiangxi-10,586060,CHN_JX_Nanchang.586060_TMYx.2011-2025.zip,Nanchang,28.5901,115.9014,province_capital_fallback
125,江西省,Jiangxi,上饶市,上饶,上饶,上饶市,,,,city-jiangxi-11,prefecture-city-jiangxi-11,586060,CHN_JX_Nanchang.586060_TMYx.2011-2025.zip,Nanchang,28.5901,115.9014,province_capital_fallback
126,山东省,Shandong,济南市,济南,济南,济南市,,,,city-shandong,prefecture-city-shandong,548230,CHN_SD_Jinan.548230_CSWD.zip,Jinan.Tsinan,36.6019,117.0081,province_capital_fallback
127,山东省,Shandong,青岛市,青岛,青岛,青岛市,,,,city-shandong-2,prefecture-city-shandong-2,548230,CHN_SD_Jinan.548230_CSWD.zip,Jinan.Tsinan,36.6019,117.0081,province_capital_fallback
128,山东省,Shandong,淄博市,淄博,淄博,淄博市,,,,city-shandong-3,prefecture-city-shandong-3,548230,CHN_SD_Jinan.548230_CSWD.zip,Jinan.Tsinan,36.6019,117.0081,city_alias_fallback
129,山东省,Shandong,枣庄市,枣庄,枣庄,枣庄市,,,,city-shandong-4,prefecture-city-shandong-4,549380,CHN_SD_Linyi.549380_TMYx.zip,Linyi,35.05,118.35,city_alias_fallback
130,山东省,Shandong,东营市,东营,东营,东营市,,,,city-shandong-5,prefecture-city-shandong-5,548230,CHN_SD_Jinan.548230_CSWD.zip,Jinan.Tsinan,36.6019,117.0081,city_alias_fallback
131,山东省,Shandong,烟台市,烟台,烟台,烟台市,,,,city-shandong-6,prefecture-city-shandong-6,548230,CHN_SD_Jinan.548230_CSWD.zip,Jinan.Tsinan,36.6019,117.0081,province_capital_fallback
132,山东省,Shandong,潍坊市,潍坊,潍坊,潍坊市,,,,city-shandong-7,prefecture-city-shandong-7,548230,CHN_SD_Jinan.548230_CSWD.zip,Jinan.Tsinan,36.6019,117.0081,province_capital_fallback
133,山东省,Shandong,济宁市,济宁,济宁,济宁市,,,,city-shandong-8,prefecture-city-shandong-8,548230,CHN_SD_Jinan.548230_CSWD.zip,Jinan.Tsinan,36.6019,117.0081,city_alias_fallback
134,山东省,Shandong,泰安市,泰安,泰安,泰安市,,,,city-shandong-9,prefecture-city-shandong-9,548270,CHN_GD_Tai.An.548270_TMYx.zip,Tai.An,36.183,117.133,city_alias_fallback
135,山东省,Shandong,威海市,威海,威海,威海市,,,,city-shandong-10,prefecture-city-shandong-10,548230,CHN_SD_Jinan.548230_CSWD.zip,Jinan.Tsinan,36.6019,117.0081,province_capital_fallback
136,山东省,Shandong,日照市,日照,日照,日照市,,,,city-shandong-11,prefecture-city-shandong-11,549380,CHN_SD_Linyi.549380_TMYx.zip,Linyi,35.05,118.35,city_alias_fallback
137,山东省,Shandong,临沂市,临沂,临沂,临沂市,,,,city-shandong-12,prefecture-city-shandong-12,548230,CHN_SD_Jinan.548230_CSWD.zip,Jinan.Tsinan,36.6019,117.0081,province_capital_fallback
138,山东省,Shandong,德州市,德州,德州,德州市,,,,city-shandong-13,prefecture-city-shandong-13,548230,CHN_SD_Jinan.548230_CSWD.zip,Jinan.Tsinan,36.6019,117.0081,city_alias_fallback
139,山东省,Shandong,聊城市,聊城,聊城,聊城市,,,,city-shandong-14,prefecture-city-shandong-14,548230,CHN_SD_Jinan.548230_CSWD.zip,Jinan.Tsinan,36.6019,117.0081,city_alias_fallback
140,山东省,Shandong,滨州市,滨州,滨州,滨州市,,,,city-shandong-15,prefecture-city-shandong-15,548230,CHN_SD_Jinan.548230_CSWD.zip,Jinan.Tsinan,36.6019,117.0081,city_alias_fallback
141,山东省,Shandong,菏泽市,菏泽,菏泽,菏泽市,,,,city-shandong-16,prefecture-city-shandong-16,548230,CHN_SD_Jinan.548230_CSWD.zip,Jinan.Tsinan,36.6019,117.0081,city_alias_fallback
142,河南省,Henan,郑州市,郑州,郑州,郑州市,,,,city-henan,prefecture-city-henan,570830,CHN_HA_Zhengzhou.570830_CSWD.zip,Zhengzhou,34.71667,113.65,province_capital_fallback
143,河南省,Henan,开封市,开封,开封,开封市,,,,city-henan-2,prefecture-city-henan-2,570830,CHN_HA_Zhengzhou.570830_CSWD.zip,Zhengzhou,34.71667,113.65,city_alias_fallback
144,河南省,Henan,洛阳市,洛阳,洛阳,洛阳市,,,,city-henan-3,prefecture-city-henan-3,570830,CHN_HA_Zhengzhou.570830_CSWD.zip,Zhengzhou,34.71667,113.65,province_capital_fallback
145,河南省,Henan,平顶山市,平顶山,平顶山,平顶山市,,,,city-henan-4,prefecture-city-henan-4,570830,CHN_HA_Zhengzhou.570830_CSWD.zip,Zhengzhou,34.71667,113.65,city_alias_fallback
146,河南省,Henan,安阳市,安阳,安阳,安阳市,,,,city-henan-5,prefecture-city-henan-5,570830,CHN_HA_Zhengzhou.570830_CSWD.zip,Zhengzhou,34.71667,113.65,city_alias_fallback
147,河南省,Henan,鹤壁市,鹤壁,鹤壁,鹤壁市,,,,city-henan-6,prefecture-city-henan-6,570830,CHN_HA_Zhengzhou.570830_CSWD.zip,Zhengzhou,34.71667,113.65,city_alias_fallback
148,河南省,Henan,新乡市,新乡,新乡,新乡市,,,,city-henan-7,prefecture-city-henan-7,570830,CHN_HA_Zhengzhou.570830_CSWD.zip,Zhengzhou,34.71667,113.65,city_alias_fallback
149,河南省,Henan,焦作市,焦作,焦作,焦作市,,,,city-henan-8,prefecture-city-henan-8,570830,CHN_HA_Zhengzhou.570830_CSWD.zip,Zhengzhou,34.71667,113.65,city_alias_fallback
150,河南省,Henan,濮阳市,濮阳,濮阳,濮阳市,,,,city-henan-9,prefecture-city-henan-9,570830,CHN_HA_Zhengzhou.570830_CSWD.zip,Zhengzhou,34.71667,113.65,city_alias_fallback
151,河南省,Henan,许昌市,许昌,许昌,许昌市,,,,city-henan-10,prefecture-city-henan-10,570830,CHN_HA_Zhengzhou.570830_CSWD.zip,Zhengzhou,34.71667,113.65,city_alias_fallback
152,河南省,Henan,漯河市,漯河,漯河,漯河市,,,,city-henan-11,prefecture-city-henan-11,570830,CHN_HA_Zhengzhou.570830_CSWD.zip,Zhengzhou,34.71667,113.65,city_alias_fallback
153,河南省,Henan,三门峡市,三门峡,Sanmenxia,三门峡市,Sanmenxia,34.773,111.2,sanmenxia,prefecture-sanmenxia,570730,CHN_HA_Luoyang.570730_TMYx.zip,Luoyang,34.667,112.417,city_alias_fallback
154,河南省,Henan,南阳市,南阳,南阳,南阳市,,,,city-henan-12,prefecture-city-henan-12,570830,CHN_HA_Zhengzhou.570830_CSWD.zip,Zhengzhou,34.71667,113.65,province_capital_fallback
155,河南省,Henan,商丘市,商丘,Shangqiu,商丘市,Shangqiu,34.4146,115.6558,shangqiu,prefecture-shangqiu,580050,CHN_HA_Shangqiu.580050_TMYx.zip,Shangqiu,34.4,115.633,direct
156,河南省,Henan,信阳市,信阳,信阳,信阳市,,,,city-henan-13,prefecture-city-henan-13,570830,CHN_HA_Zhengzhou.570830_CSWD.zip,Zhengzhou,34.71667,113.65,city_alias_fallback
157,河南省,Henan,周口市,周口,Zhoukou,周口市,Zhoukou,33.6263,114.6968,zhoukou,prefecture-zhoukou,570830,CHN_HA_Zhengzhou.570830_CSWD.zip,Zhengzhou,34.71667,113.65,city_alias_fallback
158,河南省,Henan,驻马店市,驻马店,驻马店,驻马店市,,,,city-henan-14,prefecture-city-henan-14,570830,CHN_HA_Zhengzhou.570830_CSWD.zip,Zhengzhou,34.71667,113.65,city_alias_fallback
159,湖北省,Hubei,武汉市,武汉,Wuhan,武汉市,Wuhan,30.58333333,114.31666667,wuhan,prefecture-wuhan,574940,CHN_HB_Wuhan.574940_CSWD.zip,Tianhe-Wuhan,30.5977,114.0506,direct
160,湖北省,Hubei,黄石市,黄石,黄石,黄石市,,,,city-hubei,prefecture-city-hubei,574940,CHN_HB_Wuhan.574940_CSWD.zip,Tianhe-Wuhan,30.5977,114.0506,city_alias_fallback
161,湖北省,Hubei,十堰市,十堰,Shiyan,十堰市,Shiyan,32.6295,110.7983,shiyan,prefecture-shiyan,574940,CHN_HB_Wuhan.574940_CSWD.zip,Tianhe-Wuhan,30.5977,114.0506,city_alias_fallback
162,湖北省,Hubei,宜昌市,宜昌,宜昌,宜昌市,,,,city-hubei-2,prefecture-city-hubei-2,574940,CHN_HB_Wuhan.574940_CSWD.zip,Tianhe-Wuhan,30.5977,114.0506,province_capital_fallback
163,湖北省,Hubei,襄阳市,襄阳,Xiangyang,襄阳市,Xiangyang,32.009,112.123,xiangyang,prefecture-xiangyang,574940,CHN_HB_Wuhan.574940_CSWD.zip,Tianhe-Wuhan,30.5977,114.0506,city_alias_fallback
164,湖北省,Hubei,鄂州市,鄂州,鄂州,鄂州市,,,,city-hubei-3,prefecture-city-hubei-3,574940,CHN_HB_Wuhan.574940_CSWD.zip,Tianhe-Wuhan,30.5977,114.0506,city_alias_fallback
165,湖北省,Hubei,荆门市,荆门,Jingmen,荆门市,Jingmen,31.0354,112.1995,jingmen,prefecture-jingmen,574940,CHN_HB_Wuhan.574940_CSWD.zip,Tianhe-Wuhan,30.5977,114.0506,province_capital_fallback
166,湖北省,Hubei,孝感市,孝感,Xiaogan,孝感市,Xiaogan,30.9176,113.9571,xiaogan,prefecture-xiaogan,574940,CHN_HB_Wuhan.574940_CSWD.zip,Tianhe-Wuhan,30.5977,114.0506,city_alias_fallback
167,湖北省,Hubei,荆州市,荆州,荆州,荆州市,,,,city-hubei-4,prefecture-city-hubei-4,574940,CHN_HB_Wuhan.574940_CSWD.zip,Tianhe-Wuhan,30.5977,114.0506,city_alias_fallback
168,湖北省,Hubei,黄冈市,黄冈,Huanggang,黄冈市,Huanggang,30.4537,114.8722,huanggang,prefecture-huanggang,574940,CHN_HB_Wuhan.574940_CSWD.zip,Tianhe-Wuhan,30.5977,114.0506,city_alias_fallback
169,湖北省,Hubei,咸宁市,咸宁,Xianning,咸宁市,Xianning,,,xianning,prefecture-xianning,574940,CHN_HB_Wuhan.574940_CSWD.zip,Tianhe-Wuhan,30.5977,114.0506,city_alias_fallback
170,湖北省,Hubei,随州市,随州,随州,随州市,,,,city-hubei-5,prefecture-city-hubei-5,574940,CHN_HB_Wuhan.574940_CSWD.zip,Tianhe-Wuhan,30.5977,114.0506,city_alias_fallback
171,湖南省,Hunan,长沙市,长沙,长沙,长沙市,,,,city-hunan,prefecture-city-hunan,576870,CHN_HN_Changsha.576870_TMYx.2011-2025.zip,Changsha,28.1095,112.788,province_capital_fallback
172,湖南省,Hunan,株洲市,株洲,株洲,株洲市,,,,city-hunan-2,prefecture-city-hunan-2,576870,CHN_HN_Changsha.576870_TMYx.2011-2025.zip,Changsha,28.1095,112.788,province_capital_fallback
173,湖南省,Hunan,湘潭市,湘潭,湘潭,湘潭市,,,,city-hunan-3,prefecture-city-hunan-3,576870,CHN_HN_Changsha.576870_TMYx.2011-2025.zip,Changsha,28.1095,112.788,city_alias_fallback
174,湖南省,Hunan,衡阳市,衡阳,衡阳,衡阳市,,,,city-hunan-4,prefecture-city-hunan-4,576870,CHN_HN_Changsha.576870_TMYx.2011-2025.zip,Changsha,28.1095,112.788,city_alias_fallback
175,湖南省,Hunan,邵阳市,邵阳,邵阳,邵阳市,,,,city-hunan-5,prefecture-city-hunan-5,576870,CHN_HN_Changsha.576870_TMYx.2011-2025.zip,Changsha,28.1095,112.788,city_alias_fallback
176,湖南省,Hunan,岳阳市,岳阳,岳阳,岳阳市,,,,city-hunan-6,prefecture-city-hunan-6,576870,CHN_HN_Changsha.576870_TMYx.2011-2025.zip,Changsha,28.1095,112.788,city_alias_fallback
177,湖南省,Hunan,常德市,常德,常德,常德市,,,,city-hunan-7,prefecture-city-hunan-7,576870,CHN_HN_Changsha.576870_TMYx.2011-2025.zip,Changsha,28.1095,112.788,city_alias_fallback
178,湖南省,Hunan,张家界市,张家界,张家界,张家界市,,,,city-hunan-8,prefecture-city-hunan-8,576870,CHN_HN_Changsha.576870_TMYx.2011-2025.zip,Changsha,28.1095,112.788,city_alias_fallback
179,湖南省,Hunan,益阳市,益阳,益阳,益阳市,,,,city-hunan-9,prefecture-city-hunan-9,576870,CHN_HN_Changsha.576870_TMYx.2011-2025.zip,Changsha,28.1095,112.788,city_alias_fallback
180,湖南省,Hunan,郴州市,郴州,郴州,郴州市,,,,city-hunan-10,prefecture-city-hunan-10,576870,CHN_HN_Changsha.576870_TMYx.2011-2025.zip,Changsha,28.1095,112.788,city_alias_fallback
181,湖南省,Hunan,永州市,永州,永州,永州市,,,,city-hunan-11,prefecture-city-hunan-11,576870,CHN_HN_Changsha.576870_TMYx.2011-2025.zip,Changsha,28.1095,112.788,city_alias_fallback
182,湖南省,Hunan,怀化市,怀化,怀化,怀化市,,,,city-hunan-12,prefecture-city-hunan-12,576870,CHN_HN_Changsha.576870_TMYx.2011-2025.zip,Changsha,28.1095,112.788,city_alias_fallback
183,湖南省,Hunan,娄底市,娄底,娄底,娄底市,,,,city-hunan-13,prefecture-city-hunan-13,576870,CHN_HN_Changsha.576870_TMYx.2011-2025.zip,Changsha,28.1095,112.788,city_alias_fallback
184,广东省,Guangdong,广州市,广州,广州,广州市,,,,city-guangdong,prefecture-city-guangdong,592870,CHN_GD_Guangzhou.592870_TMYx.2011-2025.zip,Guangzhou,23.2099,113.4822,province_capital_fallback
185,广东省,Guangdong,韶关市,韶关,韶关,韶关市,,,,city-guangdong-2,prefecture-city-guangdong-2,592870,CHN_GD_Guangzhou.592870_TMYx.2011-2025.zip,Guangzhou,23.2099,113.4822,city_alias_fallback
186,广东省,Guangdong,深圳市,深圳,深圳,深圳市,,,,city-guangdong-3,prefecture-city-guangdong-3,592870,CHN_GD_Guangzhou.592870_TMYx.2011-2025.zip,Guangzhou,23.2099,113.4822,province_capital_fallback
187,广东省,Guangdong,珠海市,珠海,珠海,珠海市,,,,city-guangdong-4,prefecture-city-guangdong-4,592870,CHN_GD_Guangzhou.592870_TMYx.2011-2025.zip,Guangzhou,23.2099,113.4822,city_alias_fallback
188,广东省,Guangdong,汕头市,汕头,汕头,汕头市,,,,city-guangdong-5,prefecture-city-guangdong-5,592870,CHN_GD_Guangzhou.592870_TMYx.2011-2025.zip,Guangzhou,23.2099,113.4822,province_capital_fallback
189,广东省,Guangdong,佛山市,佛山,佛山,佛山市,,,,city-guangdong-6,prefecture-city-guangdong-6,592870,CHN_GD_Guangzhou.592870_TMYx.2011-2025.zip,Guangzhou,23.2099,113.4822,city_alias_fallback
190,广东省,Guangdong,江门市,江门,江门,江门市,,,,city-guangdong-7,prefecture-city-guangdong-7,592870,CHN_GD_Guangzhou.592870_TMYx.2011-2025.zip,Guangzhou,23.2099,113.4822,city_alias_fallback
191,广东省,Guangdong,湛江市,湛江,湛江,湛江市,,,,city-guangdong-8,prefecture-city-guangdong-8,592870,CHN_GD_Guangzhou.592870_TMYx.2011-2025.zip,Guangzhou,23.2099,113.4822,province_capital_fallback
192,广东省,Guangdong,茂名市,茂名,茂名,茂名市,,,,city-guangdong-9,prefecture-city-guangdong-9,596580,CHN_GD_Zhanjiang.596580_TMYx.2011-2025.zip,Zhanjiang,21.1548,110.3034,city_alias_fallback
193,广东省,Guangdong,肇庆市,肇庆,肇庆,肇庆市,,,,city-guangdong-10,prefecture-city-guangdong-10,592870,CHN_GD_Guangzhou.592870_TMYx.2011-2025.zip,Guangzhou,23.2099,113.4822,city_alias_fallback
194,广东省,Guangdong,惠州市,惠州,惠州,惠州市,,,,city-guangdong-11,prefecture-city-guangdong-11,594930,CHN_GD_Shenzhen.594930_TMYx.2011-2025.zip,Shenzhen,22.5417,114.0033,city_alias_fallback
195,广东省,Guangdong,梅州市,梅州,梅州,梅州市,,,,city-guangdong-12,prefecture-city-guangdong-12,593160,CHN_GD_Shantou.593160_TMYx.2011-2025.zip,Shantou,23.3853,116.6792,city_alias_fallback
196,广东省,Guangdong,汕尾市,汕尾,汕尾,汕尾市,,,,city-guangdong-13,prefecture-city-guangdong-13,593160,CHN_GD_Shantou.593160_TMYx.2011-2025.zip,Shantou,23.3853,116.6792,city_alias_fallback
197,广东省,Guangdong,河源市,河源,河源,河源市,,,,city-guangdong-14,prefecture-city-guangdong-14,592870,CHN_GD_Guangzhou.592870_TMYx.2011-2025.zip,Guangzhou,23.2099,113.4822,city_alias_fallback
198,广东省,Guangdong,阳江市,阳江,阳江,阳江市,,,,city-guangdong-15,prefecture-city-guangdong-15,596580,CHN_GD_Zhanjiang.596580_TMYx.2011-2025.zip,Zhanjiang,21.1548,110.3034,city_alias_fallback
199,广东省,Guangdong,清远市,清远,清远,清远市,,,,city-guangdong-16,prefecture-city-guangdong-16,592870,CHN_GD_Guangzhou.592870_TMYx.2011-2025.zip,Guangzhou,23.2099,113.4822,city_alias_fallback
200,广东省,Guangdong,东莞市,东莞,东莞,东莞市,,,,city-guangdong-17,prefecture-city-guangdong-17,592870,CHN_GD_Guangzhou.592870_TMYx.2011-2025.zip,Guangzhou,23.2099,113.4822,city_alias_fallback
201,广东省,Guangdong,中山市,中山,中山,中山市,,,,city-guangdong-18,prefecture-city-guangdong-18,592870,CHN_GD_Guangzhou.592870_TMYx.2011-2025.zip,Guangzhou,23.2099,113.4822,city_alias_fallback
202,广东省,Guangdong,潮州市,潮州,潮州,潮州市,,,,city-guangdong-19,prefecture-city-guangdong-19,593160,CHN_GD_Shantou.593160_TMYx.2011-2025.zip,Shantou,23.3853,116.6792,city_alias_fallback
203,广东省,Guangdong,揭阳市,揭阳,揭阳,揭阳市,,,,city-guangdong-20,prefecture-city-guangdong-20,593160,CHN_GD_Shantou.593160_TMYx.2011-2025.zip,Shantou,23.3853,116.6792,city_alias_fallback
204,广东省,Guangdong,云浮市,云浮,云浮,云浮市,,,,city-guangdong-21,prefecture-city-guangdong-21,592870,CHN_GD_Guangzhou.592870_TMYx.2011-2025.zip,Guangzhou,23.2099,113.4822,city_alias_fallback
205,广西壮族自治区,Guangxi,南宁市,南宁,南宁,南宁市,,,,city-guangxi,prefecture-city-guangxi,594310,CHN_GX_Nanning.594310_TMYx.2011-2025.zip,Nanning,22.784,108.5472,province_capital_fallback
206,广西壮族自治区,Guangxi,柳州市,柳州,柳州,柳州市,,,,city-guangxi-2,prefecture-city-guangxi-2,594310,CHN_GX_Nanning.594310_TMYx.2011-2025.zip,Nanning,22.784,108.5472,province_capital_fallback
207,广西壮族自治区,Guangxi,桂林市,桂林,桂林,桂林市,,,,city-guangxi-3,prefecture-city-guangxi-3,594310,CHN_GX_Nanning.594310_TMYx.2011-2025.zip,Nanning,22.784,108.5472,province_capital_fallback
208,广西壮族自治区,Guangxi,梧州市,梧州,梧州,梧州市,,,,city-guangxi-4,prefecture-city-guangxi-4,594310,CHN_GX_Nanning.594310_TMYx.2011-2025.zip,Nanning,22.784,108.5472,province_capital_fallback
209,广西壮族自治区,Guangxi,北海市,北海,北海,北海市,,,,city-guangxi-5,prefecture-city-guangxi-5,594310,CHN_GX_Nanning.594310_TMYx.2011-2025.zip,Nanning,22.784,108.5472,province_capital_fallback
210,广西壮族自治区,Guangxi,防城港市,防城港,防城港,防城港市,,,,city-guangxi-6,prefecture-city-guangxi-6,594310,CHN_GX_Nanning.594310_TMYx.2011-2025.zip,Nanning,22.784,108.5472,province_capital_fallback
211,广西壮族自治区,Guangxi,钦州市,钦州,钦州,钦州市,,,,city-guangxi-7,prefecture-city-guangxi-7,594310,CHN_GX_Nanning.594310_TMYx.2011-2025.zip,Nanning,22.784,108.5472,province_capital_fallback
212,广西壮族自治区,Guangxi,贵港市,贵港,贵港,贵港市,,,,city-guangxi-8,prefecture-city-guangxi-8,594310,CHN_GX_Nanning.594310_TMYx.2011-2025.zip,Nanning,22.784,108.5472,province_capital_fallback
213,广西壮族自治区,Guangxi,玉林市,玉林,玉林,玉林市,,,,city-guangxi-9,prefecture-city-guangxi-9,594310,CHN_GX_Nanning.594310_TMYx.2011-2025.zip,Nanning,22.784,108.5472,province_capital_fallback
214,广西壮族自治区,Guangxi,百色市,百色,百色,百色市,,,,city-guangxi-10,prefecture-city-guangxi-10,594310,CHN_GX_Nanning.594310_TMYx.2011-2025.zip,Nanning,22.784,108.5472,province_capital_fallback
215,广西壮族自治区,Guangxi,贺州市,贺州,贺州,贺州市,,,,city-guangxi-11,prefecture-city-guangxi-11,594310,CHN_GX_Nanning.594310_TMYx.2011-2025.zip,Nanning,22.784,108.5472,province_capital_fallback
216,广西壮族自治区,Guangxi,河池市,河池,河池,河池市,,,,city-guangxi-12,prefecture-city-guangxi-12,594310,CHN_GX_Nanning.594310_TMYx.2011-2025.zip,Nanning,22.784,108.5472,province_capital_fallback
217,广西壮族自治区,Guangxi,来宾市,来宾,来宾,来宾市,,,,city-guangxi-13,prefecture-city-guangxi-13,594310,CHN_GX_Nanning.594310_TMYx.2011-2025.zip,Nanning,22.784,108.5472,province_capital_fallback
218,广西壮族自治区,Guangxi,崇左市,崇左,崇左,崇左市,,,,city-guangxi-14,prefecture-city-guangxi-14,594310,CHN_GX_Nanning.594310_TMYx.2011-2025.zip,Nanning,22.784,108.5472,province_capital_fallback
219,海南省,Hainan,海口市,海口,海口,海口市,,,,city-hainan,prefecture-city-hainan,597580,CHN_HI_Haikou.597580_TMYx.2011-2025.zip,Haikou,19.9938,110.2469,province_capital_fallback
220,海南省,Hainan,三亚市,三亚,三亚,三亚市,,,,city-hainan-2,prefecture-city-hainan-2,597580,CHN_HI_Haikou.597580_TMYx.2011-2025.zip,Haikou,19.9938,110.2469,province_capital_fallback
221,海南省,Hainan,三沙市,三沙,三沙,三沙市,,,,city-hainan-3,prefecture-city-hainan-3,597580,CHN_HI_Haikou.597580_TMYx.2011-2025.zip,Haikou,19.9938,110.2469,province_capital_fallback
222,海南省,Hainan,儋州市,儋州,儋州,儋州市,,,,city-hainan-4,prefecture-city-hainan-4,597580,CHN_HI_Haikou.597580_TMYx.2011-2025.zip,Haikou,19.9938,110.2469,province_capital_fallback
223,四川省,Sichuan,成都市,成都,成都,成都市,,,,city-sichuan,prefecture-city-sichuan,562940,CHN_SC_Chengdu.562940_CSWD.zip,Chengdu-Shuangliu.AP,30.579,103.947,province_capital_fallback
224,四川省,Sichuan,自贡市,自贡,自贡,自贡市,,,,city-sichuan-2,prefecture-city-sichuan-2,562940,CHN_SC_Chengdu.562940_CSWD.zip,Chengdu-Shuangliu.AP,30.579,103.947,city_alias_fallback
225,四川省,Sichuan,攀枝花市,攀枝花,攀枝花,攀枝花市,,,,city-sichuan-3,prefecture-city-sichuan-3,562940,CHN_SC_Chengdu.562940_CSWD.zip,Chengdu-Shuangliu.AP,30.579,103.947,city_alias_fallback
226,四川省,Sichuan,泸州市,泸州,泸州,泸州市,,,,city-sichuan-4,prefecture-city-sichuan-4,575160,CHN_CQ_Chongqing.575160_TMYx.2011-2025.zip,Chongqing,29.5758,106.4609,city_alias_fallback
227,四川省,Sichuan,德阳市,德阳,德阳,德阳市,,,,city-sichuan-5,prefecture-city-sichuan-5,562940,CHN_SC_Chengdu.562940_CSWD.zip,Chengdu-Shuangliu.AP,30.579,103.947,city_alias_fallback
228,四川省,Sichuan,绵阳市,绵阳,绵阳,绵阳市,,,,city-sichuan-6,prefecture-city-sichuan-6,562940,CHN_SC_Chengdu.562940_CSWD.zip,Chengdu-Shuangliu.AP,30.579,103.947,province_capital_fallback
229,四川省,Sichuan,广元市,广元,广元,广元市,,,,city-sichuan-7,prefecture-city-sichuan-7,562940,CHN_SC_Chengdu.562940_CSWD.zip,Chengdu-Shuangliu.AP,30.579,103.947,city_alias_fallback
230,四川省,Sichuan,遂宁市,遂宁,遂宁,遂宁市,,,,city-sichuan-8,prefecture-city-sichuan-8,562940,CHN_SC_Chengdu.562940_CSWD.zip,Chengdu-Shuangliu.AP,30.579,103.947,city_alias_fallback
231,四川省,Sichuan,内江市,内江,内江,内江市,,,,city-sichuan-9,prefecture-city-sichuan-9,562940,CHN_SC_Chengdu.562940_CSWD.zip,Chengdu-Shuangliu.AP,30.579,103.947,city_alias_fallback
232,四川省,Sichuan,乐山市,乐山,乐山,乐山市,,,,city-sichuan-10,prefecture-city-sichuan-10,562940,CHN_SC_Chengdu.562940_CSWD.zip,Chengdu-Shuangliu.AP,30.579,103.947,city_alias_fallback
233,四川省,Sichuan,南充市,南充,南充,南充市,,,,city-sichuan-11,prefecture-city-sichuan-11,562940,CHN_SC_Chengdu.562940_CSWD.zip,Chengdu-Shuangliu.AP,30.579,103.947,province_capital_fallback
234,四川省,Sichuan,眉山市,眉山,眉山,眉山市,,,,city-sichuan-12,prefecture-city-sichuan-12,562940,CHN_SC_Chengdu.562940_CSWD.zip,Chengdu-Shuangliu.AP,30.579,103.947,city_alias_fallback
235,四川省,Sichuan,宜宾市,宜宾,宜宾,宜宾市,,,,city-sichuan-13,prefecture-city-sichuan-13,575160,CHN_CQ_Chongqing.575160_TMYx.2011-2025.zip,Chongqing,29.5758,106.4609,city_alias_fallback
236,四川省,Sichuan,广安市,广安,广安,广安市,,,,city-sichuan-14,prefecture-city-sichuan-14,575160,CHN_CQ_Chongqing.575160_TMYx.2011-2025.zip,Chongqing,29.5758,106.4609,city_alias_fallback
237,四川省,Sichuan,达州市,达州,达州,达州市,,,,city-sichuan-15,prefecture-city-sichuan-15,575160,CHN_CQ_Chongqing.575160_TMYx.2011-2025.zip,Chongqing,29.5758,106.4609,city_alias_fallback
238,四川省,Sichuan,雅安市,雅安,雅安,雅安市,,,,city-sichuan-16,prefecture-city-sichuan-16,562940,CHN_SC_Chengdu.562940_CSWD.zip,Chengdu-Shuangliu.AP,30.579,103.947,city_alias_fallback
239,四川省,Sichuan,巴中市,巴中,巴中,巴中市,,,,city-sichuan-17,prefecture-city-sichuan-17,562940,CHN_SC_Chengdu.562940_CSWD.zip,Chengdu-Shuangliu.AP,30.579,103.947,city_alias_fallback
