index,province_zh,province_en,city_zh,city_short_zh,admin_type_zh,division_code,city_en,wiki_title_zh,wiki_title_en,lat,lon,slug,catalog_id,source_station_wmo,source_station_file,source_station_name,source_station_lat,source_station_lon,station_match_quality
47,辽宁省,Liaoning,朝阳市,朝阳,地级市,211300,朝阳,朝阳市,,41.5736,120.4494,city-liaoning-9,prefecture-city-liaoning-9,543420,CHN_LN_Shenyang.543420_TMYx.2011-2025.zip,Shenyang,41.7325,123.5099,city_alias_fallback
48,辽宁省,Liaoning,葫芦岛市,葫芦岛,地级市,211400,葫芦岛,葫芦岛市,,40.711,120.837,city-liaoning-10,prefecture-city-liaoning-10,543420,CHN_LN_Shenyang.543420_TMYx.2011-2025.zip,Shenyang,41.7325,123.5099,city_alias_fallback
49,吉林省,Jilin,长春市,长春,地级市,220100,Changchun,长春市,Changchun,43.88458056,125.31843056,changchun,prefecture-changchun,541610,CHN_JL_Changchun.541610_TMYx.2011-2025.zip,Changchun,43.901,125.209,direct
50,吉林省,Jilin,吉林市,吉林,地级市,220200,吉林,吉林市,,43.836,126.55,city-jilin,prefecture-city-jilin,541610,CHN_JL_Changchun.541610_TMYx.2011-2025.zip,Changchun,43.901,125.209,province_capital_fallback
51,吉林省,Jilin,四平市,四平,地级市,220300,四平,四平市,,43.166,124.35,city-jilin-2,prefecture-city-jilin-2,541610,CHN_JL_Changchun.541610_TMYx.2011-2025.zip,Changchun,43.901,125.209,city_alias_fallback
52,吉林省,Jilin,辽源市,辽源,地级市,220400,辽源,辽源市,,42.888,125.144,city-jilin-3,prefecture-city-jilin-3,541610,CHN_JL_Changchun.541610_TMYx.2011-2025.zip,Changchun,43.901,125.209,city_alias_fallback
53,吉林省,Jilin,通化市,通化,地级市,220500,通化,通化市,,41.728,125.94,city-jilin-4,prefecture-city-jilin-4,541610,CHN_JL_Changchun.541610_TMYx.2011-2025.zip,Changchun,43.901,125.209,city_alias_fallback
54,吉林省,Jilin,白山市,白山,地级市,220600,白山,白山市,,,,city-jilin-5,prefecture-city-jilin-5,541610,CHN_JL_Changchun.541610_TMYx.2011-2025.zip,Changchun,43.901,125.209,city_alias_fallback
55,吉林省,Jilin,松原市,松原,地级市,220700,松原,松原市,,,,city-jilin-6,prefecture-city-jilin-6,541610,CHN_JL_Changchun.541610_TMYx.2011-2025.zip,Changchun,43.901,125.209,city_alias_fallback
56,吉林省,Jilin,白城市,白城,地级市,220800,白城,白城市,,45.62,122.839,city-jilin-7,prefecture-city-jilin-7,541610,CHN_JL_Changchun.541610_TMYx.2011-2025.zip,Changchun,43.901,125.209,city_alias_fallback
57,吉林省,Jilin,延边朝鲜族自治州,延边朝鲜族,自治州,222400,延边朝鲜族,延边朝鲜族自治州,,42.891,129.509,city-jilin-8,prefecture-city-jilin-8,541610,CHN_JL_Changchun.541610_TMYx.2011-2025.zip,Changchun,43.901,125.209,province_capital_fallback
58,黑龙江省,Heilongjiang,哈尔滨市,哈尔滨,地级市,230100,Harbin,哈尔滨市,Harbin,45.80138889,126.52916667,harbin,prefecture-harbin,509530,CHN_HL_Harbin.509530_TMYx.2011-2025.zip,Harbin,45.934,126.581,direct
59,黑龙江省,Heilongjiang,齐齐哈尔市,齐齐哈尔,地级市,230200,Qiqihar,齐齐哈尔市,Qiqihar,47.3536,123.9185,qiqihar,prefecture-qiqihar,507450,CHN_HL_Qiqihar.507450_CSWD.zip,Qiqihar,47.38333,123.9167,direct
60,黑龙江省,Heilongjiang,鸡西市,鸡西,地级市,230300,Jixi,鸡西市,Jixi,45.2956,130.969,jixi,prefecture-jixi,509780,CHN_HL_Jixi.509780_TMYx.2011-2025.zip,Jixi,45.305,130.9089,direct
61,黑龙江省,Heilongjiang,鹤岗市,鹤岗,地级市,230400,Hegang,鹤岗市,Hegang,47.35,130.298,hegang,prefecture-hegang,507750,CHN_HL_Hegang.507750_TMYx.zip,Hegang,47.3483,130.3045,direct
62,黑龙江省,Heilongjiang,双鸭山市,双鸭山,地级市,230500,双鸭山,双鸭山市,,46.646,131.1586,city-heilongjiang,prefecture-city-heilongjiang,509530,CHN_HL_Harbin.509530_TMYx.2011-2025.zip,Harbin,45.934,126.581,city_alias_fallback
63,黑龙江省,Heilongjiang,大庆市,大庆,地级市,230600,Daqing,大庆市,Daqing,46.589,125.104,daqing,prefecture-daqing,509530,CHN_HL_Harbin.509530_TMYx.2011-2025.zip,Harbin,45.934,126.581,city_alias_fallback
64,黑龙江省,Heilongjiang,伊春市,伊春,地级市,230700,伊春,伊春市,,47.7276,128.8406,city-heilongjiang-2,prefecture-city-heilongjiang-2,509530,CHN_HL_Harbin.509530_TMYx.2011-2025.zip,Harbin,45.934,126.581,city_alias_fallback
65,黑龙江省,Heilongjiang,佳木斯市,佳木斯,地级市,230800,佳木斯,佳木斯市,,46.8,130.318,city-heilongjiang-3,prefecture-city-heilongjiang-3,509530,CHN_HL_Harbin.509530_TMYx.2011-2025.zip,Harbin,45.934,126.581,city_alias_fallback
66,黑龙江省,Heilongjiang,七台河市,七台河,地级市,230900,七台河,七台河市,,45.772,131.0017,city-heilongjiang-4,prefecture-city-heilongjiang-4,509530,CHN_HL_Harbin.509530_TMYx.2011-2025.zip,Harbin,45.934,126.581,city_alias_fallback
67,黑龙江省,Heilongjiang,牡丹江市,牡丹江,地级市,231000,牡丹江,牡丹江市,,44.552,129.633,city-heilongjiang-5,prefecture-city-heilongjiang-5,509530,CHN_HL_Harbin.509530_TMYx.2011-2025.zip,Harbin,45.934,126.581,city_alias_fallback
68,黑龙江省,Heilongjiang,黑河市,黑河,地级市,231100,黑河,黑河市,,50.245,127.528,city-heilongjiang-6,prefecture-city-heilongjiang-6,509530,CHN_HL_Harbin.509530_TMYx.2011-2025.zip,Harbin,45.934,126.581,city_alias_fallback
69,黑龙江省,Heilongjiang,绥化市,绥化,地级市,231200,绥化,绥化市,,46.654,126.969,city-heilongjiang-7,prefecture-city-heilongjiang-7,509530,CHN_HL_Harbin.509530_TMYx.2011-2025.zip,Harbin,45.934,126.581,city_alias_fallback
70,黑龙江省,Heilongjiang,大兴安岭地区,大兴安岭,地区,232700,大兴安岭,大兴安岭地区,,,,city-heilongjiang-8,prefecture-city-heilongjiang-8,509530,CHN_HL_Harbin.509530_TMYx.2011-2025.zip,Harbin,45.934,126.581,province_capital_fallback
71,江苏省,Jiangsu,南京市,南京,地级市,320100,Nanjing,南京市,Nanjing,32.04388889,118.77861111,nanjing,prefecture-nanjing,582380,CHN_JS_Nanjing.582380_TMYx.2011-2025.zip,Nanjing,31.9316,118.8996,direct
72,江苏省,Jiangsu,无锡市,无锡,地级市,320200,Wuxi,无锡市,Wuxi,31.49,120.313,wuxi,prefecture-wuxi,583580,CHN_JS_Suzhou.583580_TMYx.zip,Suzhou,31.267,120.617,city_alias_fallback
73,江苏省,Jiangsu,徐州市,徐州,地级市,320300,徐州,徐州市,,34.205,117.283,city-jiangsu,prefecture-city-jiangsu,582380,CHN_JS_Nanjing.582380_TMYx.2011-2025.zip,Nanjing,31.9316,118.8996,province_capital_fallback
